id,dataset,question,ground_truth_answer,ground_truth_explanation,gemini_model,gemini_parsed_answer,gemini_raw_response,gemini_outcome
d1fd564a-489c-4075-9f2d-fe1fcf5a93b3,medmcqa,"Which of the following vitamin reduces the risk of insulin resistance, obesity, and the metabolic syndrome?",C,"Higher Intakes of Vitamin D May Be Beneficial There is evidence that Vitamin D intake considerably higher than that required to maintain calcium homeostasis reduce the risk of insulin resistance, obesity, and the metabolic syndrome, as well as various cancers. There is growing evidence that higher vitamin D status is protective against various cancers, including prostate and colorectal cancer, and also against prediabetes and the metabolic syndrome. Desirable levels of intake may be considerably higher than current reference intakes, and ceainly could not be met from unfoified foods. While increased sunlight exposure would meet the need, it carries the risk of developing skin cancer. Reference: Harper; 30th edition; Page no: 552, 553",models/gemini-2.0-flash,C,C,Correct
0e24270a-7b1e-4f2c-b71c-0de8a0f931c8,medmcqa,The following drugs have significant drug interactions with digoxin except:,D,Ref:KDT 6/e p499 Cholestyramine inhibits itestinal absorption of digoxin. Thiazides result in hypokalemia and thus make precipitate digitalis toxicity by pharmacodynamic interaction. Quinidine and verampil reduces the exceion of digoxin and does make precipitate toxicity (pharmacokinetic interaction),models/gemini-2.0-flash,D,D,Correct
e718f928-325c-4060-9148-a827bc5e985b,medmcqa,Antiboiotic Prophylaxis for infective endocarditis is indicated in:,D,Answer is D (Coarctation of Aoa) Coarctation of Aoa is a high risk cardiac lesion fior the development of infective endocarditis and an indication fir antibiotic prophyloxis.,models/gemini-2.0-flash,D,D,Correct
baae18da-a29b-47f6-b733-828463dcb084,medmcqa,"Adder Head"" appearance is found in:",C,VP,models/gemini-2.0-flash,C,C,Correct
0745edd3-4f4f-4971-97c5-89e0880be160,medmcqa,Ortolani's test is done for,B,B. i.e. (Congenital dislocation of hip joints) (410 - Apley 8th)Important Tests**Ortolani's and Barlow's test Galeazzi test (604 CDT 4th)Congenital dislocation of hip joints** Apprehension testRecurrent dislocation of shoulder joints* Bryant's Call ways Hamilton ruler testHamilton ruler testAnterior dislocation of shoulder joints* **Pivot-shift testAnterior cruciate ligament* Lachman testAnterior cruciate ligament* Drawer testCruciate ligament (Ant & Post)* **Mc-Murray's testMeniscus injury* Appley's grinding testMeniscus injury* **Thomas testHip flexion deformity* ** Ankle joint has LEAST chances for recurrent dislocations,models/gemini-2.0-flash,B,B,Correct
6e0a9179-1648-4b92-ae0a-fd8970b75146,medmcqa,A 50 year old female patient complains of difficulty in swallowing. Patient gives h/o multiple diagnostic CT-scans of the head and neck region. This patient may be predominantly susceptible to which of the following?,D,"The incidence of thyroid carcinomas, predominantly papillary thyroid carcinomas, increases in humans after radiation exposure. There is strong dependence on age at exposure—susceptibility to radiation-induced thyroid cancer is higher in children than adults. There is little evidence for a dose response for individuals exposed during adulthood. Females are 2 to 3 times more susceptible than males to radiogenic and spontaneous thyroid cancers.

Reference: White and Pharoah, Oral radiology, ed 8th, pg-92",models/gemini-2.0-flash,D,D,Correct
b72ab647-ae5f-45cf-99fa-a2cf138ae036,medmcqa,Secondary retention for a removable partial denture is provided by,C,,models/gemini-2.0-flash,B,B,Incorrect
3dcd635a-5f00-4e07-962c-4feafc753682,medmcqa,Which of the following may be seen in second degree Hea block (select three options):,D,"Answer is A, B, and C Second degree AV block (Type I and /or Type II) may be associated with prolonged conduction time (prolonged PR interval), Atrial rate more than ventricular rate and change in QRS complex morphology (Tipe II). Name Rhythm Rate (beats/minute) P waves (lead II) PR Interval QRS complex First-degree atrio- ventricular (AV) block Regular That of underlying sinus rhythm; both atrial and ventricular rates will be the same Sinus origin: one P wave to each QRS complex Prolonged (more than 0.20 second); remains constant Normal (0.10 second or less) Second-degree AV Atrial: regular Atrial: that of Sinus origin Varies; progressively Normal (0.10 block, Mobitz I Ventricular: irregular underlying sinus rhythm lengthens until a P wave isn't conducted second or less) Ventricular: depends on number of impulses conducted through AV node: will he less than atrial rate (P wave occurs without the QRS cmplex); a pause follows the dropped QRS complex Second-degree AV Atrial: regular Atrial: that of Sinus origin: two or Normal or Normal if block at block, Mobitz II ventricular: usually underlying sinus three P waves prolonged; remains level of bundle of regular, but may be rhythm (sometimes more) constant His; irregular if Ventricular: depends before each QRS conductions ratios vary on number of Impulses conducted through AV node; will be less than atrial rate complex bundle branches Third-degree AV block Atrial: regular Atrial: that of Sinus P waves with Varies greatly Normal if block at Ventricular: regular underlying sinus rhythm Ventricular:40 to 60 if paced by AV junction; 30 to 40 (sometimes less) if paced by ventricles; will be less than atrial rate no constant relationship to the QRS complex; P waves found hidden in QRS complexes and T waves level of AV node or bundle of His; wide if block in bundle branches No constant Relationship between P wave and QRS complex is a feature of Third degree or complete hea block. One P wave to each QRS complex is a feature of First degree block",models/gemini-2.0-flash,B,B,Incorrect
31868f6c-233a-40ee-880e-9c668509a8b1,medmcqa,"An ill 16 days old baby girl is brought to the emergency. On examination pallor and dyspnoea present with a respiratory rate of 85 per minute. Her HR is 200 bpm, hea sounds are distant and a gallop is heard. X-ray showed cardiomegaly. An echocardiogram shows dilated ventricles and dilation of the left atrium. An ECG shows ventricular depolarization complexes that have low voltage. Which of the following is the most likely diagnosis?",A,"In CHF pallor, dyspnoea, tachypnoea, tachycardia and cardiomegaly are common regardless of the cause.The most common causes of CHF in children include myocarditis caused by adenovirus and coxsackievirus B.The echocardiogram shows ventricular and left atrial dilatation as well as poor ventricular function. With glycogen storage disease of the hea muscle thickening would be expected. With pericarditis- pericardial effusion is seen. On ECG, the voltages of the ventricular complexes seen with aberrant origin of the left coronary aery are not diminished, and a pattern of myocardial infarction can be seen. *",models/gemini-2.0-flash,A,A,Correct
8265f7d0-1476-40a3-bdf9-b42bc2f25dc2,medmcqa,Egg shell calcification is seen in all except –,D,,models/gemini-2.0-flash,D,D,Correct
4e296c2e-150a-4123-bc01-b56e4e0d89af,medmcqa,"In inversion of the foot, the sole will face:",D,"Ans: d (Medially) Ref: BDC, Vol. II, 4th ed, p. 155; Kieth L. Moore, 4th ed, p. 638Inversion is the movement in which the medial border of the foot is elevated, so that the sole faces medially.Eversion is the movement in which the lateral border of the foot is elevated. So that the sole faces laterally.Joints of the foot and the Movements taking place there:JOINTTYPE OF JOINTMOVEMENTSAnkle jointHinge jointPlantar flexion, dorsiflexionSubtalar joint (talocalcaneal)Plane synovialInversion, eversionT alocalcaneonavicularBall and socketGliding and rotator movementsCalcaneocuboidPlane synovialInversion, EversionTarsometatarsalPlane synovialGliding or slidingIntermetatarsalPlane synovialLittle movement possibleMetatarsophalangealCondylarFlexion, extension, adduction, abduction and circumductionInterphalangealHinge varietyFlexion, Extension",models/gemini-2.0-flash,D,D,Correct
7b859b05-5bd6-4dc0-828f-d5ff4da65f24,medmcqa,"Where does the ""knot"" is put in the neck during judicial hanging?",B,"In judicial hanging, a rope to allow a drop of five to seven metres according to the weight, build and age of the person, is looped round the neck, with the knot under the angle of the jaw. This causes fracture-dislocation usually at the level of the second and third, or third and fouh cervical veebrae. Ref: The essentials of forensic medicine and toxicology by Dr K S Narayan Reddy, 27th edition, Page 306.",models/gemini-2.0-flash,B,B,Correct
7025db05-412a-4479-89f3-fecc9ec7b174,medmcqa,Seal finger and whale finger are associated with -,B,"Ans. is 'b' i.e., Erysipelothrix",models/gemini-2.0-flash,B,B,Correct
22e6e599-7193-4569-be03-a7a0a006faec,medmcqa,Which of the following muscle acts as unlocker of knee?,B,"Popliteus rotates the tibia medially on the femur or, when the tibia is fixed, rotates the femur laterally on the tibia. At the beginning of flexion of the fully extended knee, lateral femoral rotation by popliteus muscle unlocks the joint.Must know:Locking of knee joint is due to the the action of quadriceps femoris, that brings about medial rotation of femur on tibia in later stages of extension. Ref: Snells, Clinical anatomy, 7th Edition, Page 650.",models/gemini-2.0-flash,B,B,Correct
7a9e4db6-6173-4fc2-8d5f-daf8061734a3,medmcqa,A 60 yr old chronic smoker presents with painless gross hematuria of 1 day duration. Which is the investigation of choice to know the cause of hematuria?,D,"A chronic smoker with painless gross hematuria should be suspected as having bladder cancer. The most common form of bladder cancer is transitional cell carcinoma (TCC). Tobacco use, followed by occupational exposure to various carcinogenic materials such as automobile exhaust or industrial solvents are the most frequent risk factors. Hematuria is the presenting symptom in 85-90% of patients with bladder cancer. It may be gross or microscopic, intermittent rather than constant. Exfoliated cells from both normal and neoplastic urothelium can be readily identified in voided urine. Ref: Scher H.I., Motzer R.J. (2012). Chapter 94. Bladder and Renal Cell Carcinomas. In D.L. Longo, A.S. Fauci, D.L. Kasper, S.L. Hauser, J.L. Jameson, J. Loscalzo (Eds), Harrison's Principles of Internal Medicine, 18e.",models/gemini-2.0-flash,A,A,Incorrect
a3e2c40f-e525-4ee7-9740-5198788b345f,medmcqa,The most sensitive method for detecting cervical Chlamydia trachomatis infection is:,C,"Ans. is 'c' i.e., Polymerase chain reactionRef: Harrison, 17th/e, p. 1074,19th/e, p. 1165 and Ananthanarayan, 9th/e, p. 415Amplification assays such as ligase chain reaction and polymerase chain reaction are the most sensitive chlamydial diagnostic method.Other methods are:(a) Cell culture: Sensitivity (60-80%).(b) Direct immunofluorescent antibody test: Sensitivity 70-80% and quite specific.(c) ELISA: 60-80%.",models/gemini-2.0-flash,C,C,Correct
5256f96e-c7f4-4440-a781-fc2bd24471cd,medmcqa,"A labourer involved with repair-work of sewers was admitted with fever, jaundice and renal failure. The most appropriate test to diagnose the infection in this patient is -",C,,models/gemini-2.0-flash,C,C,Correct
6e42770a-97fb-4a08-8c0d-1dd4126cfb63,medmcqa,Congestive hea failure in an infant is characterized by all except,A,"Congestive Cardiac Failure in InfantsSymptomsSignsuFeeding difficultyuTakes less volume per feeduDiaphoretic while suckinguForehead sweating.uSuck-rest-suck cycle.uPoor weight gainuPeriorbital edema uClothes no longer fituIncreasing cloth sizeuRapid breathing/nasal flaring/cyanosis/chest retractions.uTachycardia.uHepatomegaly.uOccasionally Splenomegaly.uPeriorbital edemauEdema in flanks. uDependent edema (Refer: Nelson's Textbook of Paediatrics, 19thedition, pg no:1530)",models/gemini-2.0-flash,A,A,Correct
fa2a40f5-7d07-473b-9175-f891e8923e19,medmcqa,Congenital hydrocele is best treated by,D,"Congenital hydrocele is best treated with herniotomy if they do not resolve spontaneously. Established acquired hydrocele often have thick walls. They are treated by subtotal excision of the sac. If the sac is small, thin walled and contains clear fluid, Lord's operation is done. Jaboulay's operation where the sac is eveed with placement of testis in a pouch created by dissection in the fascial planes of the scrotum, is an alternative. Reference : page 1328 Bailey and Love's sho practice of surgery 25th edition and page 1072 SRB's manual of surgery 5th edition",models/gemini-2.0-flash,B,B,Incorrect
90d792a9-7a4b-460c-b069-b9aa6a2d7823,medmcqa,Rate limiting step in cholesterol synthesis is catalysed by which of the following enzyme?,B,"Conversion of HMG CoA to mevalonate by HMG CoA reductase is the rate limiting step in the synthesis of cholesterol. Cholesterol is an allosteric inhibitor of HMG CoA reductase Statin drugs acts as competitive inhibitors with mevalonate for binding to HMG CoA reductase. Insulin ors the active form of HMG CoA reductase and increases cholesterol synthesis. Glucagon ours the inactive form and decreases cholesterol synthesis. Ref: Biochemistry By John W. Pelley, page 89.",models/gemini-2.0-flash,B,B,Correct
63de4ee4-9b7b-4312-aad2-45f5aa3cac7b,medmcqa,Vaccine administered by following route is,C,Hlnl live (Intranasal route),models/gemini-2.0-flash,D,D,Incorrect
1ce23a0f-15cf-429f-a350-a4050d1d43f6,medmcqa,A 40-year old diabetic patient presents with proptosis of one eye and black eschar over palate. The likely organism is :,D,,models/gemini-2.0-flash,D,D,Correct
53ae491c-15c1-4c77-8dcb-fba7d3f5dd29,medmcqa,Coloured urine is not seen in :,A,Answer is A (Quinine) Quinine is not associated with discoloured urine.,models/gemini-2.0-flash,A,A,Correct
eccfcb56-f984-4dc4-bcd2-db1dfa7a96cc,medmcqa,Investigations in a clinically suspected case of tuberculosis -,D,,models/gemini-2.0-flash,D,D,Correct
fec423fb-be98-40a8-a9f3-477f6e7555f4,medmcqa,Schizophrenia is treated by,B,"Ans. is 'b' i.e., Anti psychotics",models/gemini-2.0-flash,B,B,Correct
bdf6c4e6-9034-4e26-9b63-674a147b16c3,medmcqa,Fries test is used in the diagnosis of:,D,Granuloma venereum,models/gemini-2.0-flash,D,D,Correct
e151e45d-2260-4b55-a9b1-564232e2982e,medmcqa,"A 45-year-old woman complains of severe headaches and difficulty in swallowing. Over the past 6 months, she has noticed small, red lesions around her mouth as well as thickening of her skin. The patient has ""stone facies"" on physical examination. Which of the following antigens is the most common and most specific target of autoantibody in patients with this disease?",D,"Scleroderma (refer to the image below) Autoimmune disease of connective tissue. Antinuclear antibodies are common but are usually present in a lower titer than in patients with SLE. Antibodies viually specific for scleroderma include:- Nucleolar autoantibodies (primarily against RNA polymerase) Antibodies to Scl-70, a non-histone nuclear protein topoisomerase; Anticentromere antibodies (associated with the ""CREST"" variant of the disease). The Scl-70 autoantibody is most common and specific for the diffuse form of scleroderma and is seen in 70% of patients. -Autoantibodies to double-stranded DNA (choice B) are seen in patients with SLE. -Autoantibodies to SS-A/SS-B are seen in patients with Sjogren syndrome. (Fig: A fibroblastic focus is present at the arrows.) Diagnosis: Scleroderma",models/gemini-2.0-flash,D,D,Correct
23b2d44a-f5e5-47b8-9004-ddd6e0c183d8,medmcqa,Grave's ophthalmopathy mostly presents as September 2010,A,"Ans. A: Proptosis Graves' ophthalmopathy (also known as thyroid eye disease (TED), dysthyroid/thyroid-associated orbitopathy (TAO), Graves' orbitopathy) is an autoimmune inflammatory disorder affecting the orbit around the eye, characterized by upper eyelid retraction, swelling (edema), redness (erythema), conjunctivitis, reduce dpower convergence and bulging eyes (proptosis).",models/gemini-2.0-flash,A,A,Correct
6a48770d-2b73-46ee-a45f-151619ca08ad,medmcqa,Earliest lesion seen in atherosclerosis is:,A,"Ans: A (Fatty streaks) Ref: Robbins Pathologic Basis of Disease, 8th edition.Explanation:Fatty streaks are the earliest lesions in atherosclerosis "" Ref: RobbinsMorphology of AtherosclerosisFatty StreaksThese are the earliest lesions in atherosclerosis.They are composed of lipid-filled foamy macrophages.Beginning as multiple minute flat yellow spots, they eventually coalesce into elongated streaks 1 cm or more in length.These lesions are not significantly raised and do not cause any flow disturbanceAortas of infants less than 1 year old can exhibit fatty streaks, and such lesions are seen in virtually all children older than 10 years, regardless of geography, race, sex, or environment.The relationship of fatty streaks to atherosclerotic plaques is uncertainThey may evolve into precursors of plaques, not all fatty streaks are destined to become advanced lesions.Atherosclerotic PlaqueThe key processes in atherosclerosis are intimal thickening and lipid accumulationAtheromatous plaques impinge on the lumen of the artery and grossly appear white to yellow: superimposed thrombus over ulcerated plaques is red-brown.Plaques vary from 0.3 to 1.5 cm in diameter but can coalesce to form larger massesAtherosclerotic lesions are patchy, on cross- section, the lesions appear ""eccentric""Local flow disturbances (e.g., turbulence at branch points) leads to increased susceptibility to plaque formation.In descending order, the most extensively involved vessels are theLower abdominal aorta (MC)The coronary arteries (Second MC)The popliteal arteriesThe internal carotid arteriesVessels of the circle of WillisVessels of the upper extremities are usually spared, as are the mesenteric and renal arteries, except at their ostia.Atherosclerotic plaques have three principal components:Cells, including smooth muscle cells, macrophages, and T cellsECM, including collagen, elastic fibers, and proteoglycansIntracellular and extracellular lipidSuperficial fibrous cap composed of smooth muscle cells and dense collagen.Beneath and to the side of the cap (the ""shoulder"") is a more cellular area containing macrophages, T cells, and smooth muscle cells.Deep to the fibrous cap is a necrotic core, containing lipid (primarily cholesterol and cholesterol esters), debris from dead cells, foam cells (lipid-laden macrophages and smooth muscle cells), fibrin, variably organized thrombus, and other plasma proteins and cholesterolThe periphery of the lesions show neovascularization (proliferating small blood vessels;Plaques generally continue to change and progressively enlarge due to cell death and degeneration, synthesis and degradation (remodeling) of ECM, and organization of thrombus.Atheromas often undergo calcificationAtherosclerotic plaques are susceptible to the following clinically important changes* Rupture, ulceration, or erosion of the intimal surface of atheromatous plaques exposes the blood to highly thrombogenic substances and induces thrombosis.* Such thrombosis can partially or completely occlude the lumen and lead to downstream ischemia.* If the patient survives the initial thrombotic occlusion, the clot may become organized and incorporated into the growing plaque.* Hemorrhage into a plaque. Rupture of the overlying fibrous cap, or of the thin-walled vessels in the areas of neovascularization, can cause intra-plaque hemorrhage; a contained hematoma may expand the plaque or induce plaque rupture.* Atheroembolism. Plaque rupture can discharge atherosclerotic debris into the bloodstream, producing microemboli* Alienism formation. Atherosclerosis-induced pressure or ischemic atrophy of the underlying media, with loss of elastic tissue, causes weakness resulting in aneurysmal dilation and potential rupture.",models/gemini-2.0-flash,A,A,Correct
fce5a305-66f4-4bcf-9ef7-30f40f13724d,medmcqa,Flipped LDH indicating Myocardial Infarction is represented by:,A,"When LDH-1 is greater than LDH-2, it is referred to as flipped LDH and is indicative of MI. LDH-1 isoenzyme is found primarily in hea muscle and is lesser in concentration than the LDH-2 Isoenzyme which is primarily found in RBC. When the concentration of LDH-1 is observed to be greater than LDH2. It is referred to as flipped LDH and is indicative of Myocardial infarction. LDH has five isoenzymes: LDH-1 LDH-1 is found primarily in hea muscle 17% to 27% LDH-2 LDH-2 is primarily found in Red blood cells 27% to 37% LDH-3 LDH-3 is highest in the lung 18% to 25% LDH-4 LDH-4 is highest in the kidney, placenta, and pancreas 3% to 8% LDH-5 LDH-5 is highest in the liver and skeletal muscle 0% to 5% The LDH test helps determine the location of tissue damage. Thus in Normal ratios LDH-1 is less than LDH-2 and LDH-5 is less than LDH-4. When LDH-1 is greater than LDH-2: It is referred to as flipped LDH. It is indicative of MI. When your LDH-5 is greater than your LDH-4: It could mean damage to the liver or liver disease. This includes cirrhosis and hepatitis. Ref: Harrisons 19th edition",models/gemini-2.0-flash,A,A,Correct
97ae6d3d-e7f8-4c18-9093-50932f99240b,medmcqa,Dimension stability of hydrocollids may be achieved by,D,,models/gemini-2.0-flash,D,D,Correct
ffc37c4f-6c0f-4cb2-8cf2-abd2349316d0,medmcqa,Blood supply of stomach is/are:,D,A. i.e. Left gastric aery; B. i.e. Sho gastric aery; C. i.e. Left gastroepiploic aery,models/gemini-2.0-flash,D,D,Correct
39115fee-b58b-4020-ae8f-9a2653811340,medmcqa,Which of the following ultrasound finding has the highest association with aneuploidy?,C,All the above mentioned are ultrasound findings associated with increased risk of aneuploidy although the highest association is seen with cystic hygroma Nuchal translucency and cystic hygroma are both measured in the first trimesterTrisomy 21 is the most common aneuploidy associated with increased NT and cystic hygroma While monosomy X presents as second-trimester hygroma.,models/gemini-2.0-flash,C,C,Correct
a90571f1-9a01-4477-ab8a-5613d6dd48f9,medmcqa,Which of the following is not a component of transpo system?,A,"Functions: Transpo Systems An essential role of biomembranes is to allow movement of all compounds necessary for the normal function of a cell across the membrane barrier. These compounds include a vast array of substances like sugars, amino acids, fatty acids, steroids, cations and anions to mention a few. These compounds must enter or leave the cells in an orderly manner for normal functioning of the cell. A. 1. Ion Channels Ion channels are transmembrane channels, pore-like structures composed of proteins. Specific channels for Na+, K+, Ca++, and Cl- have been identified. Cation conductive channels are negatively charged within the channel and have an average diameter of about 5 to 8 nm. All ion channels are basically made up of transmembrane subunits that come together to form a central pore through which ions pass selectively. All channels have gates and are controlled by opening and closing. Types of Gates Two types of gated channels. They are a. Ligand-gated channels: In this, a specific molecule binds to a receptor and opens the channel. Example: Acetylcholine receptor is present in the postsynaptic membrane. It is a complex of five subunits, having a binding site for acetylcholine. Acetylcholine released from the presynaptic region binds with the binding site of the postsynaptic region, which triggers the opening of the channel and influx of Na+. b. Voltage-gated channels: These channels open or close in response to changes in membrane potential. Some propeies of ion channels * Composed of transmembrane protein subunits. * Highly selective. * Well regulated by the presence of ""gates"". * Two main types of gates: Ligand-gated and voltage-gated. * Activities are affected by ceain drugs. * Mutations of genes encoding transmembrane proteins can cause specific diseases. 2. Ionophores Ceain microorganisms can synthesize small organic molecules, called ionophores, which function as shuttles for the movement of ions across the membrane. Structure: These ionophores contain hydrophilic centres that bind specific ions and are surrounded by peripheral hydrophobic regions. Types: Two types: (a) Mobile ion carriers: Like valinomycin (Refer uncouplers of oxidative phosphorylation). (b) Channel formers: Like gramicidin. 3. Water Channels (Aquaporins) In ceain cells, e.g. in red blood cells, and cells of the collecting ductules of the kidney, the movement of water by simple diffusion is enhanced by movements of water through water channels, composed of tetrameric transmembrane proteins called aquaporins. About five distinct types of aquaporins have been recognised. CLINICAL ASPECT Recently mutations in the gene encoding AP-2 (Aquaporin 2) protein, have been shown to be the cause of one type of nephrogenic diabetes insipidus. 4. Gap Junction Ceain cells develop specialized regions on their membranes for intercellular communications which are in close proximity. Function: They mediate and regulate the passage of ions and small molecules upto 1000 to 2000 mol wt, through a narrow hydrophilic core connecting the cytosol of adjacent cells. Structure: They are primarily composed of protein, called connexon which contains four membrane-spanning a-helices. the mitochondrial membrane also has paicularly energy coupling mechanism.Ref: MN Chatterjea Textbook of Medical Biochemistry, 8th edition",models/gemini-2.0-flash,A,A,Correct
963aee66-8c6e-46da-ae29-8b9d67cdad80,medmcqa,Burst supression pattern on EEG is typically seen in:,A,"Ref: Ref: Harrisons 18/e p e-45 chapter
 As the depth of coma increases, the EEG becomes nonreactive and may show a burst-suppression pattern, with bursts of mixed-frequency activity separated by intervals of relative cerebral inactivity. In other instances there is a reduction in amplitude of the EEG until eventually activity cannot be detected. Such electrocerebral silence does not necessarily reflect irreversible brain damage, because it may occur in hypothermic patients or with drug overdose.
The prognosis of electrocerebral silence, when recorded using an adequate technique, depends upon the clinical context in which it is found. In patients with severe cerebral anoxia, for example, electrocerebral silence in a technically satisfactory record implies that useful cognitive recovery will not occur.",models/gemini-2.0-flash,A,A,Correct
9f2fbb1d-f367-43da-9dd8-8571d1fafb84,medmcqa,To feel comfoable and cool in a factory the conrrected effective temperature ( in degree Farenheit) should be -,B,"Comfo zones: In deg C of corrected effective temperature Pleasant and cool 20 Comfoable and cool 20-25 (69-76F) Comfoable 25- 27 (77-80F) Hot and uncomfoable 27-28 Extremely hot 28+ Intolerably hot 30+. Park's Textbook of Preventive and Social Medicine, 25th Edition, Pg 792",models/gemini-2.0-flash,B,B,Correct
